OID_,LandV_Num,Area,Site,LA_Year
31067,27184,0.752000862,Site52,1991
31068,152072,0.752000862,Site52,1991
31069,61287,0.752000862,Site52,1991
31070,110955,0.752000862,Site52,1991
31071,45518,0.752000862,Site52,1991
31072,59808,0.752000862,Site52,1991
31073,27184,0.752000862,Site52,1991
31074,79185,0.752000862,Site52,1991
31075,119596,0.752000862,Site52,1991
31076,92021,0.752000862,Site52,1991
31077,278638,0.752000862,Site52,1991
31078,250000,0.752000862,Site52,1991
31079,49652,0.752000862,Site52,1991
31080,74333,0.752000862,Site52,1991
31081,63412,0.752000862,Site52,1991
31082,207982,0.752000862,Site52,1991
31083,248370,0.752000862,Site52,1991
31084,279599,0.752000862,Site52,1991
31085,175928,0.752000862,Site52,1991
31086,189429,0.752000862,Site52,1991
31087,509714,0.077997556,Site52,2013
31088,183897,0.077756473,Site52,1981
31089,400722,0.078243387,Site52,1991
31090,70603,0.083292648,Site52,1978
31091,642681,0.139009393,Site52,2000
31092,596459,0.086982912,Site52,2015
31093,321326,0.035310399,Site52,2015
31094,64221,0.036090936,Site52,1999
31095,105337,0.035996969,Site52,1998
31096,390087,0.081668626,Site52,2013
31097,319308,0.063008878,Site52,1982
31098,228263,0.065131805,Site52,1989
31099,2648573,0.279921519,Site52,2008
31100,297667,0.302321165,Site52,2005
31101,115803,0.302321165,Site52,2005
31102,60385,0.302321165,Site52,2005
31103,273100,0.302321165,Site52,2005
31104,124789,0.302321165,Site52,2005
31105,161000,0.302321165,Site52,2005
31106,99828,0.302321165,Site52,2005
31107,260621,0.302321165,Site52,2005
31108,171036,0.302321165,Site52,2005
31109,67327,0.302321165,Site52,2005
31110,274422,0.302321165,Site52,2005
31111,284000,0.302321165,Site52,2005
31112,259500,0.302321165,Site52,2005
31113,130778,0.302321165,Site52,2005
31114,299000,0.302321165,Site52,2005
31115,47808,0.302321165,Site52,2005
31116,69580,0.302321165,Site52,2005
31117,61775,0.302321165,Site52,2005
31118,67822,0.302321165,Site52,2005
31119,58504,0.302321165,Site52,2005
31120,56630,0.302321165,Site52,2005
31121,392931,0.123663368,Site52,1996
31122,1273247,0.11702018,Site52,2012
31123,560070,0.100229798,Site52,2001
31124,100052,0.084905864,Site52,1979
31125,79758,0.075343167,Site52,1980
31126,562294,0.082135708,Site52,2012
31127,44709,0.084764456,Site52,1975
31128,48851,0.086051185,Site52,1975
31129,957681,0.209004481,Site52,1994
31130,457099,0.070469112,Site52,1991
31131,636623,0.064437635,Site52,2012
31132,70918,0.087208933,Site52,2002
31133,86337,0.087208933,Site52,2002
31134,137265,0.087208933,Site52,2002
31135,163558,0.087208933,Site52,2002
31136,63394,0.087208933,Site52,2002
31137,79249,0.087208933,Site52,2002
31138,97339,0.074050834,Site52,1980
31139,543911,0.059263203,Site52,2009
31140,173565,0.059217622,Site52,2002
31141,401787,0.060284251,Site52,2014
31142,403740,0.125362298,Site52,2003
31143,378498,0.113662453,Site52,1986
31144,503233,0.14524259,Site52,2004
31145,128632,0.052331479,Site52,1987
31146,456862,0.054206276,Site52,2015
31147,464156,0.097680549,Site52,2000
31148,81921,0.068997835,Site52,1978
31149,23175,0.035966828,Site52,1975
31150,207857,0.021960474,Site52,2012
31151,126000,0.053128758,Site52,1984
31152,187572,0.052075686,Site52,1981
31153,444000,0.056184818,Site52,2007
31154,84619,0.07181166,Site52,1984
31155,289337,0.0706368,Site52,2001
31156,199472,0.070870639,Site52,1995
31157,34149,0.064445061,Site52,1975
31158,21717,0.037185148,Site52,1975
31159,391078,0.083978977,Site52,1989
31160,441058,0.097216024,Site52,2013
31161,437989,0.052188269,Site52,2004
31162,262435,0.060224403,Site52,2002
31163,60692,0.081854377,Site52,1977
31164,155459,0.079595105,Site52,1997
31165,188731,0.046532006,Site52,1985
31166,48750,0.027114156,Site52,1980
31167,254573,0.084447601,Site52,2001
31168,45659,0.082813947,Site52,1976
31169,2200000,0.175948613,Site52,2016
31170,164016,0.064377747,Site52,1995
31171,34149,0.061868643,Site52,1975
31172,33112,0.0590869,Site52,1975
31173,303415,0.047637996,Site52,2003
31174,194137,0.04698156,Site52,1999
31175,338964,0.043972561,Site52,2009
31176,168109,0.051292144,Site52,1996
31177,31870,0.051536397,Site52,1975
31178,23829,0.031169664,Site52,1999
31179,190400,0.031169664,Site52,1999
31180,22503,0.031169664,Site52,1999
31181,168212,0.104580941,Site52,1986
31182,508970,0.086316384,Site52,1994
31183,454204,0.113639477,Site52,1986
31184,316625,0.095198886,Site52,2006
31185,59830,0.105955683,Site52,1975
31186,527072,0.098273971,Site52,1994
31187,79054,0.10307486,Site52,1988
31188,165650,0.10307486,Site52,1988
31189,62992,0.10307486,Site52,1988
31190,112877,0.10307486,Site52,1988
31191,48940,0.10307486,Site52,1988
31192,48029,0.10307486,Site52,1988
31193,67822,0.10307486,Site52,1988
31194,280000,0.10307486,Site52,1988
31195,108225,0.099599803,Site52,2011
31196,186305,0.099599803,Site52,2011
31197,147401,0.099599803,Site52,2011
31198,112656,0.099599803,Site52,2011
31199,163628,0.099599803,Site52,2011
31200,193709,0.099599803,Site52,2011
31201,176669,0.099599803,Site52,2011
31202,264225,0.099599803,Site52,2011
31203,448135,0.078654588,Site52,1992
31204,149116,0.026456706,Site52,2014
31205,199662,0.052969586,Site52,2002
31206,152741,0.028349686,Site52,2014
31207,1201045,0.081417121,Site52,2004
31208,529249,0.136077563,Site52,1995
31209,306754,0.063909898,Site52,1987
31210,330696,0.06357598,Site52,2009
31211,150395,0.019430472,Site52,1995
31212,178109,0.036650348,Site52,1987
31213,574047,0.125149948,Site52,2002
31214,139841,0.04758455,Site52,1999
31215,111170,0.027298086,Site52,1999
31216,133723,0.035382821,Site52,2000
31217,241927,0.025321035,Site52,2009
31218,318088,0.145170829,Site52,2000
31219,389499,0.145997289,Site52,2000
31220,155761,0.045628014,Site52,2000
31221,144026,0.042071064,Site52,2009
31222,388056,0.062567439,Site52,1988
31223,272599,0.063139064,Site52,2010
31224,171364,0.06263495,Site52,1996
31225,305313,0.048948367,Site52,2010
31226,692641,0.091219289,Site52,2006
31227,1015877,0.09333162,Site52,2006
31228,442247,0.099039253,Site52,2006
31229,430703,0.097915096,Site52,2006
31230,379300,0.087289157,Site52,1993
31231,559188,0.097094349,Site52,2014
31232,763732,0.132599595,Site52,2012
31233,519338,0.219860014,Site52,2000
31234,436773,0.071423708,Site52,2002
31235,329449,0.069964052,Site52,2002
31236,330254,0.141701887,Site52,1983
31237,294200,0.08009828,Site52,2007
31238,28366,0.08009828,Site52,2007
31239,28366,0.08009828,Site52,2007
31240,155926,0.08009828,Site52,2007
31241,313700,0.08009828,Site52,2007
31242,1562381,0.176700974,Site52,2012
31243,648562,0.079659622,Site52,2004
31244,696604,0.076163793,Site52,2004
31245,436162,0.079330859,Site52,2010
31246,192675,0.093493058,Site52,1997
31247,389499,0.097806221,Site52,2000
31248,1109578,0.076867076,Site52,2008
31249,1108229,0.071452694,Site52,2006
31250,49756,0.15027909,Site52,1989
31251,374376,0.068982921,Site52,2002
31252,979716,0.085730501,Site52,2015
31253,757582,0.082829401,Site52,2011
31254,442273,0.086448529,Site52,1989
31255,2037197,0.15413228,Site52,2012
31256,254573,0.090051637,Site52,2001
31257,282940,0.041657703,Site52,1991
31258,142039,0.041653096,Site52,1988
31259,488848,0.041800042,Site52,2011
31260,134240,0.041507215,Site52,1981
31261,181765,0.048082174,Site52,2000
31262,227205,0.07507489,Site52,2000
31263,395415,0.074632777,Site52,1993
31264,38287,0.067595785,Site52,1975
31265,38287,0.067408793,Site52,1975
31266,1248282,0.180112367,Site52,2013
31267,2036633,0.401294262,Site52,2001
31268,90078,0.211540358,Site52,2004
31269,90078,0.211540358,Site52,2004
31270,90078,0.211540358,Site52,2004
31271,90078,0.211540358,Site52,2004
31272,90078,0.211540358,Site52,2004
31273,90078,0.211540358,Site52,2004
31274,90078,0.211540358,Site52,2004
31275,90078,0.211540358,Site52,2004
31276,90079,0.211540358,Site52,2004
31277,90079,0.211540358,Site52,2004
31278,90078,0.211540358,Site52,2004
31279,90078,0.211540358,Site52,2004
31280,90078,0.211540358,Site52,2004
31281,90079,0.211540358,Site52,2004
31282,90078,0.211540358,Site52,2004
31283,90078,0.211540358,Site52,2004
31284,90078,0.211540358,Site52,2004
31285,90078,0.211540358,Site52,2004
31286,151933,0.049482182,Site52,1980
31287,163265,0.042009926,Site52,1987
31288,158145,0.041270126,Site52,1981
31289,197053,0.042142078,Site52,1999
31290,197700,0.041212115,Site52,1993
31291,1028147,0.086550678,Site52,2011
31292,2319667,0.170320677,Site52,2005
31293,492951,0.084491891,Site52,1992
31294,26279,0.037746086,Site52,1975
31295,28346,0.035440106,Site52,1975
31296,293626,0.035505043,Site52,2003
31297,341726,0.039565175,Site52,2014
31298,133565,0.244497654,Site52,1975
31299,470994,0.04891869,Site52,2005
31300,674424,0.263068387,Site52,1998
31301,202108,0.033505328,Site52,1989
31302,304575,0.03678905,Site52,2015
31303,236951,0.055702049,Site52,1995
31304,160045,0.04777543,Site52,1995
31305,30001,0.054912332,Site52,1975
31306,110955,0.083463623,Site52,2008
31307,110955,0.083463623,Site52,2008
31308,110955,0.083463623,Site52,2008
31309,499312,0.047271754,Site52,2013
31310,348168,0.049386623,Site52,2002
31311,27521,0.047343652,Site52,1975
31312,638592,0.072533068,Site52,2015
31313,285466,0.046300598,Site52,2004
31314,253842,0.058009082,Site52,1988
31315,158912,0.068431333,Site52,1999
31316,134879,0.04549325,Site52,1998
31317,171625,0.064819547,Site52,1999
31318,21513,0.054431609,Site52,1975
31319,499900,0.056922288,Site52,2016
31320,253467,0.070296344,Site52,1989
31321,34083,0.069435408,Site52,1976
31322,151272,0.074328393,Site52,1996
31323,288775,0.077488275,Site52,1984
31324,273223,0.082987993,Site52,2003
31325,321014,0.086177133,Site52,2014
31326,109724,0.082932922,Site52,1980
31327,350000,0.075106687,Site52,2016
31328,299481,0.074777522,Site52,1988
31329,46955,0.05855352,Site52,1977
31330,59100,0.056095504,Site52,1979
31331,50719,0.059275806,Site52,1978
31332,299499,0.055388501,Site52,2002
31333,355046,0.056505239,Site52,2003
31334,354380,0.071032109,Site52,2010
31335,290015,0.065838033,Site52,2002
31336,246810,0.058980914,Site52,2001
31337,156052,0.050991884,Site52,1998
31338,163162,0.06503166,Site52,1995
31339,259016,0.066010558,Site52,1992
31340,395056,0.068964244,Site52,2014
31341,8020,0.008074388,Site52,2015
31342,40787,0.061497928,Site52,1977
31343,528456,0.080627193,Site52,2004
31344,280660,0.080053994,Site52,1996
31345,35388,0.078312804,Site52,1975
31346,43173,0.085717515,Site52,1977
31347,1760355,0.155571807,Site52,2005
31348,392583,0.100000125,Site52,2012
31349,183290,0.102144953,Site52,2001
31350,548520,0.098443898,Site52,1991
31351,543610,0.099299083,Site52,2012
31352,350549,0.085784538,Site52,2000
31353,582531,0.120464188,Site52,2013
31354,22343,0.046565642,Site52,1975
31355,369477,0.043610643,Site52,2014
31356,132311,0.035289914,Site52,1987
31357,260058,0.039425941,Site52,2013
31358,155342,0.070747545,Site52,1996
31359,507411,0.065439478,Site52,2014
31360,730980,0.063178985,Site52,2015
31361,333666,0.060084511,Site52,1990
31362,373916,0.040727295,Site52,2015
31363,525000,0.062149286,Site52,2014
31364,350549,0.292411584,Site52,2000
31365,414135,0.132435734,Site13,2010
31366,122499,0.065268305,Site28,1984
31367,182829,0.040129435,Site28,1991
31368,58206,0.046993436,Site28,1987
31369,158200,0.050151795,Site28,1995
31370,153929,0.049604747,Site28,2001
31371,122875,0.049525275,Site28,1988
31372,20893,0.049594905,Site28,1975
31373,451125,0.049700279,Site28,2016
31374,22343,0.071974762,Site28,1975
31375,305739,0.087267987,Site28,2002
31376,10,0.004359714,Site28,1975
31377,23175,0.063353524,Site28,1975
31378,192384,0.063160287,Site28,1994
31379,77498,0.063219469,Site28,1987
31380,127127,0.063262422,Site28,1999
31381,43890,0.06281634,Site28,1978
31382,190343,0.062501007,Site28,2003
31383,85782,0.062555637,Site28,1985
31384,149447,0.062610749,Site28,1998
31385,554789,0.058018562,Site28,2008
31386,23175,0.062933046,Site28,1975
31387,168447,0.06277309,Site28,1999
31388,198380,0.062847388,Site28,2000
31389,24208,0.073792914,Site28,1975
31390,542300,0.051648208,Site28,2016
31391,198070,0.062461472,Site28,1991
31392,240203,0.062300341,Site28,2004
31393,307084,0.073236193,Site28,2003
31394,356023,0.063336537,Site28,2003
31395,443829,0.076430448,Site28,2008
31396,55328,0.051210242,Site28,1986
31397,22343,0.041220388,Site28,1975
31398,342686,0.071065306,Site28,2003
31399,406100,0.053482468,Site28,2015
31400,24208,0.066130458,Site28,1975
31401,457141,0.02449005,Site28,2006
31402,13849,0.024059653,Site28,1975
31403,17371,0.029337996,Site28,1975
31404,334876,0.02233883,Site28,2005
31405,17578,0.053024586,Site28,1975
31406,311980,0.065921188,Site28,2002
31407,25034,0.072361332,Site28,1975
31408,577201,0.072343035,Site28,2006
31409,3010,0.019505848,Site28,1987
31410,22755,0.052842403,Site28,1975
31411,25034,0.072319811,Site28,1975
31412,81585,0.056331415,Site28,1980
31413,101937,0.085234386,Site28,1985
31414,249582,0.046626124,Site28,2002
31415,29233,0.046671962,Site28,1977
31416,198114,0.066886983,Site28,1997
31417,42846,0.066945198,Site28,1975
31418,122652,0.061318658,Site28,1981
31419,206366,0.070632101,Site28,1997
31420,241485,0.072254587,Site28,2000
31421,392167,0.072283219,Site28,2013
31422,60202,0.037153923,Site28,1982
31423,113294,0.035129888,Site28,1998
31424,372320,0.078949445,Site28,2004
31425,216386,0.080415966,Site28,2001
31426,102450,0.069430721,Site28,1988
31427,334417,0.071617788,Site28,2011
31428,450390,0.084006325,Site28,2004
31429,367514,0.070626159,Site28,2004
31430,263346,0.072287583,Site28,2008
31431,440000,0.072273496,Site28,2016
31432,219666,0.072277272,Site28,1993
31433,330632,0.072276127,Site28,1991
31434,144537,0.072273195,Site28,1996
31435,234710,0.072284562,Site28,2003
31436,326345,0.072284056,Site28,2009
31437,271203,0.047353064,Site28,1991
31438,162027,0.050956834,Site28,2000
31439,329029,0.053179675,Site28,2004
31440,309029,0.055411204,Site28,2008
31441,178336,0.057626305,Site28,2003
31442,143980,0.05984873,Site28,2002
31443,11571,0.018977861,Site28,1975
31444,154938,0.045331728,Site28,1995
31445,42599,0.062077526,Site28,1989
31446,42599,0.062077526,Site28,1989
31447,42599,0.062077526,Site28,1989
31448,42601,0.062077526,Site28,1989
31449,42599,0.062077526,Site28,1989
31450,42599,0.062077526,Site28,1989
31451,42599,0.062077526,Site28,1989
31452,42603,0.062077526,Site28,1989
31453,528159,0.057495204,Site28,2008
31454,34695,0.057499408,Site28,1976
31455,348338,0.057497862,Site28,2012
31456,337222,0.057502369,Site28,2009
31457,295885,0.0575137,Site28,2009
31458,86272,0.057501011,Site28,1980
31459,22343,0.05750746,Site28,1975
31460,268550,0.057510055,Site28,2002
31461,353245,0.057514105,Site28,2005
31462,95132,0.057513055,Site28,1983
31463,383822,0.05751506,Site28,2010
31464,62622,0.05752117,Site28,1978
31465,78763,0.057523603,Site28,1980
31466,58136,0.057522799,Site28,1978
31467,73540,0.057523823,Site28,1987
31468,328974,0.048319103,Site28,2010
31469,137253,0.07568782,Site28,1985
31470,78330,0.075816503,Site28,1981
31471,77090,0.075940168,Site28,1979
31472,291625,0.076100842,Site28,1991
31473,343495,0.068138204,Site28,2004
31474,510000,0.068250309,Site28,2016
31475,195035,0.055631875,Site28,1990
31476,262558,0.057170565,Site28,2002
31477,430200,0.057235816,Site28,2005
31478,923877,0.104080289,Site28,2015
31479,39118,0.137717078,Site28,1975
31480,223572,0.06909482,Site28,2004
31481,365911,0.072321435,Site28,2011
31482,242786,0.086043532,Site28,1998
31483,77639,0.02702478,Site28,2003
31484,271646,0.040329814,Site28,2011
31485,127127,0.051588798,Site28,1999
31486,135822,0.051784206,Site28,1998
31487,100363,0.051784155,Site28,1986
31488,393502,0.051787056,Site28,2014
31489,239318,0.052717282,Site28,2009
31490,23175,0.072991755,Site28,1975
31491,38193,0.10234392,Site28,1977
31492,346319,0.085919895,Site28,2006
31493,185771,0.048326174,Site28,1988
31494,22136,0.056457185,Site28,1975
31495,35248,0.057731528,Site28,1976
31496,415971,0.079846156,Site28,2003
31497,180943,0.083554933,Site28,2002
31498,113804,0.073347814,Site28,1990
31499,22343,0.068822527,Site28,1975
31500,210493,0.130390055,Site28,1996
31501,140000,0.119080504,Site28,1984
31502,398743,0.130574921,Site28,2004
31503,536480,0.121490052,Site28,2010
31504,120626,0.107495801,Site28,1981
31505,372099,0.201402552,Site28,1992
31506,43220,0.089237668,Site28,1979
31507,296503,0.05548087,Site28,2002
31508,169505,0.07606878,Site28,1999
31509,338075,0.072206528,Site28,2013
31510,482991,0.133386886,Site28,2009
31511,22343,0.057846246,Site28,1975
31512,123530,0.102984486,Site28,1985
31513,98116,0.056120894,Site28,1987
31514,223787,0.057964625,Site28,1990
31515,62657,0.057354301,Site28,1987
31516,29673,0.027269441,Site28,1987
31517,403610,0.072681364,Site28,2013
31518,37252,0.185233274,Site28,1975
31519,578900,0.178240962,Site28,2005
31520,651384,0.13194507,Site28,2015
31521,123313,0.110851031,Site28,1982
31522,184532,0.105025825,Site28,1996
31523,518095,0.14304741,Site28,2005
31524,305863,0.128500957,Site28,2003
31525,80763,0.126011854,Site28,1989
31526,164551,0.257421538,Site28,1998
31527,258433,0.09421901,Site28,1994
31528,54691,0.067137516,Site28,1978
31529,572960,0.066942295,Site28,2012
31530,25034,0.081533865,Site28,1975
31531,518801,0.081541338,Site28,2014
31532,152981,0.081550708,Site28,1997
31533,403066,0.081552157,Site28,2004
31534,519338,0.158000857,Site28,2000
31535,297090,0.077445775,Site28,2012
31536,166000,0.074875,Site28,2002
31537,550555,0.079655673,Site28,2003
31538,37536,0.079253617,Site28,1976
31539,765498,0.080448905,Site28,2015
31540,617200,0.070854222,Site28,2008
31541,151008,0.14320203,Site28,1988
31542,385795,0.050748075,Site28,2015
31543,65363,0.050164325,Site28,1978
31544,174124,0.05016773,Site28,2002
31545,136210,0.050169859,Site28,1995
31546,564000,0.061668182,Site28,2016
31547,23792,0.065549818,Site28,1975
31548,113784,0.066719851,Site28,1987
31549,557778,0.068096322,Site28,2015
31550,583637,0.074818766,Site28,2008
31551,546352,0.078805406,Site28,2005
31552,452706,0.072119328,Site28,2007
31553,162501,0.068097452,Site28,1996
31554,25034,0.067856279,Site28,1975
31555,438200,0.077882337,Site28,2005
31556,470131,0.063020745,Site28,2014
31557,54658,0.074330488,Site28,1999
31558,216802,0.10760428,Site28,1995
31559,380913,0.077779968,Site28,1991
31560,182220,0.070838001,Site28,1999
31561,148096,0.06389233,Site28,1998
31562,226118,0.04447765,Site28,2002
31563,325456,0.108788855,Site28,2002
31564,379524,0.066291301,Site28,2004
31565,487320,0.097532644,Site28,2015
31566,747100,0.095454616,Site28,2009
31567,547294,0.074873387,Site28,2005
31568,389927,0.067592971,Site28,2010
31569,161799,0.068650568,Site28,1996
31570,776704,0.079170772,Site28,2008
31571,155109,0.082190779,Site28,1998
31572,150791,0.107698734,Site28,1981
31573,736217,0.099158253,Site28,2007
31574,23175,0.052809625,Site28,1975
31575,23175,0.063609538,Site28,1975
31576,465258,0.081723832,Site28,2009
31577,339384,0.047772874,Site28,2003
31578,416400,0.062699959,Site28,2006
31579,50300,0.062712261,Site28,1979
31580,23382,0.062704291,Site28,1975
31581,241082,0.062708324,Site28,2002
31582,114553,0.062710715,Site28,2001
31583,127283,0.06271516,Site28,2001
31584,271625,0.062714023,Site28,2012
31585,229615,0.062599985,Site28,2002
31586,201006,0.062719658,Site28,1994
31587,64965,0.062722143,Site28,1978
31588,158153,0.062409378,Site28,1987
31589,63576,0.046365332,Site28,1986
31590,261075,0.025042423,Site28,2009
31591,358979,0.067197606,Site28,2009
31592,80835,0.069676926,Site28,1988
31593,359309,0.069677177,Site28,2011
31594,24208,0.069681335,Site28,1975
31595,35917,0.069678971,Site28,1976
31596,466856,0.069684379,Site28,2012
31597,198380,0.069674351,Site28,2000
31598,113749,0.069679048,Site28,1984
31599,145147,0.069677531,Site28,2000
31600,195131,0.069679036,Site28,1989
31601,264556,0.062336973,Site28,2002
31602,37070,0.074796053,Site28,1976
31603,190216,0.085002468,Site28,1989
31604,465804,0.07651894,Site28,2009
31605,179391,0.080867981,Site28,1998
31606,107221,0.062420331,Site28,1990
31607,343245,0.053804205,Site28,2012
31608,244688,0.048617415,Site28,2003
31609,353504,0.046483595,Site28,2009
31610,532597,0.046525009,Site28,2008
31611,32623,0.029940488,Site28,1977
31612,276961,0.037073897,Site28,2010
31613,287936,0.042442544,Site28,2013
31614,288594,0.044720457,Site28,1990
31615,323825,0.046650182,Site28,2013
31616,297540,0.047102962,Site28,2003
31617,20893,0.059798439,Site28,1975
31618,161681,0.064371546,Site28,1988
31619,543248,0.051967024,Site28,2007
31620,201817,0.088215911,Site28,1999
31621,25865,0.082108968,Site28,1975
31622,113223,0.075935692,Site28,1984
31623,142568,0.071684571,Site28,2007
31624,38555,0.069246181,Site28,1976
31625,24907,0.068605453,Site28,1976
31626,287880,0.075133784,Site28,2011
31627,604720,0.046599061,Site28,2008
31628,182234,0.056062437,Site28,1992
31629,212207,0.062356799,Site28,2012
31630,548000,0.067545284,Site28,2016
31631,271436,0.064953292,Site28,2004
31632,211883,0.064951969,Site28,1999
31633,229339,0.103915852,Site28,2000
31634,470994,0.073633457,Site28,2005
31635,349677,0.073676105,Site28,1992
31636,357447,0.072125482,Site28,1990
31637,811695,0.072059391,Site28,2011
31638,429600,0.069980252,Site28,2008
31639,848831,0.06991174,Site28,2012
31640,371363,0.067836526,Site28,2012
31641,28767,0.067765068,Site28,1975
31642,482144,0.065686761,Site28,2014
31643,27730,0.06561675,Site28,1975
31644,190849,0.063552369,Site28,2000
31645,837581,0.063471761,Site28,2015
31646,710675,0.06982405,Site28,2015
31647,407436,0.063581558,Site28,2007
31648,342564,0.063503089,Site28,2003
31649,29177,0.065658526,Site28,1975
31650,452114,0.03502314,Site28,2014
31651,182752,0.030669934,Site28,2009
31652,167999,0.06772093,Site28,1996
31653,29594,0.067884486,Site28,1975
31654,547700,0.069805447,Site28,2007
31655,30628,0.070086079,Site28,1975
31656,144537,0.071892282,Site28,1996
31657,30001,0.072293865,Site28,1975
31658,203656,0.073304173,Site28,2001
31659,169765,0.02436052,Site28,2012
31660,114647,0.022620478,Site28,1998
31661,451601,0.026843382,Site28,2006
31662,808464,0.140590606,Site28,1989
31663,109246,0.072424137,Site28,1998
31664,24416,0.070882494,Site28,1975
31665,207645,0.0693287,Site28,2011
31666,363432,0.067779513,Site28,2010
31667,161451,0.066243221,Site28,1998
31668,236390,0.063814743,Site28,2003
31669,25034,0.073921592,Site28,1975
31670,25034,0.072564761,Site28,1975
31671,24827,0.071190593,Site28,1975
31672,25865,0.079067304,Site28,1975
31673,459300,0.062025233,Site28,2008
31674,104854,0.064313594,Site28,1990
31675,420672,0.065747988,Site28,2011
31676,360752,0.064312695,Site28,2012
31677,158394,0.061590627,Site28,2003
31678,61883,0.047333708,Site28,1980
31679,179101,0.048263254,Site28,2013
31680,395288,0.055475805,Site28,2013
31681,24416,0.065813472,Site28,1975
31682,428435,0.056526066,Site28,2015
31683,512000,0.067147729,Site28,2007
31684,456862,0.065156657,Site28,2015
31685,108828,0.068587599,Site28,1986
31686,177888,0.066503501,Site28,1994
31687,587613,0.067878671,Site28,2007
31688,103244,0.069194063,Site28,1984
31689,67511,0.07055803,Site28,1980
31690,13014,0.031136817,Site28,2002
31691,195023,0.060391633,Site28,1991
31692,215884,0.087910064,Site28,1998
31693,185400,0.152455998,Site28,1999
31694,196000,0.105410514,Site28,2012
31695,17578,0.030832546,Site24,1975
31696,42907,0.039427295,Site24,1978
31697,68290,0.052236608,Site24,1978
31698,285008,0.041814198,Site24,2009
31699,33520,0.100720181,Site24,1975
31700,417518,0.102613049,Site24,2012
31701,186693,0.123931164,Site24,1997
31702,547163,0.288684733,Site24,2013
31703,31858,0.170967754,Site24,1976
31704,403194,0.112090269,Site24,2012
31705,221126,0.112561501,Site24,1989
31706,525000,0.061755341,Site24,2006
31707,40886,0.105900457,Site24,1976
31708,231740,0.054144318,Site24,1991
31709,166183,0.06131558,Site24,2000
31710,178200,0.078426439,Site24,2001
31711,255866,0.107820062,Site24,1984
31712,243040,0.075707793,Site24,2004
31713,229114,0.070482664,Site24,2001
31714,296955,0.067544584,Site24,1991
31715,39164,0.066190407,Site24,1976
31716,428210,0.065586512,Site24,2003
31717,145005,0.06562589,Site24,1997
31718,39817,0.066344219,Site24,1976
31719,292210,0.067854203,Site24,2011
31720,120504,0.042703707,Site24,1999
31721,93548,0.034437808,Site24,1997
31722,14881,0.058207585,Site24,1975
31723,36225,0.267518393,Site24,1975
31724,28767,0.128006306,Site24,1975
31725,519940,0.099004045,Site24,2014
31726,134879,0.037741568,Site24,1998
31727,60013,0.053711432,Site24,1998
31728,581332,0.071323596,Site24,2015
31729,263101,0.150523143,Site24,2001
31730,341092,0.058543843,Site24,2004
31731,20474,0.055787944,Site24,1975
31732,360500,0.051984076,Site24,2011
31733,282616,0.051989928,Site24,2003
31734,181765,0.051975049,Site24,2000
31735,33680,0.051980115,Site24,1976
31736,473821,0.051980511,Site24,2005
31737,25034,0.05198609,Site24,1975
31738,61720,0.051987491,Site24,1986
31739,159589,0.051982959,Site24,1997
31740,253190,0.054953909,Site24,1992
31741,254573,0.093967562,Site24,2001
31742,117037,0.064335594,Site24,1980
31743,215805,0.061982463,Site24,1998
31744,19441,0.044564837,Site24,1975
31745,367756,0.044555287,Site24,2004
31746,20474,0.044554959,Site24,1975
31747,251094,0.04455183,Site24,1991
31748,528500,0.044568694,Site24,2006
31749,178200,0.044556968,Site24,2001
31750,159652,0.044554192,Site24,1994
31751,130290,0.04455476,Site24,1998
31752,26899,0.072734113,Site24,1975
31753,318947,0.051797799,Site24,2012
31754,147892,0.064421171,Site24,1997
31755,582032,0.071960302,Site24,2005
31756,73261,0.102622883,Site24,1979
31757,31651,0.063631607,Site24,1976
31758,577201,0.06672843,Site24,2006
31759,437535,0.115744223,Site24,2004
31760,20474,0.045422894,Site24,1975
31761,192705,0.022313456,Site24,1990
31762,221807,0.06776699,Site24,2004
31763,591890,0.06776072,Site24,2015
31764,171244,0.039507234,Site24,2000
31765,187185,0.028274582,Site24,2002
31766,152384,0.041833079,Site24,1995
31767,284270,0.025960023,Site24,2015
31768,132186,0.037653932,Site24,1996
31769,87499,0.030155836,Site24,1984
31770,137253,0.067816343,Site24,1985
31771,169833,0.067715482,Site24,1995
31772,43216,0.031462089,Site24,1986
31773,121390,0.036236803,Site24,1998
31774,165738,0.071262418,Site24,2004
31775,96078,0.071299021,Site24,2004
31776,108089,0.099884022,Site24,2004
31777,267895,0.114205386,Site24,1989
31778,287020,0.053575631,Site24,2002
31779,384092,0.053594726,Site24,2011
31780,217571,0.071491058,Site24,1990
31781,243781,0.069569199,Site24,1991
31782,57159,0.057956609,Site24,1978
31783,226360,0.057577598,Site24,1989
31784,624600,0.057563226,Site24,2007
31785,177126,0.070189476,Site24,2003
31786,92505,0.042271621,Site24,1986
31787,257117,0.056126374,Site24,2001
31788,449835,0.031777946,Site24,2014
31789,352081,0.024341701,Site24,2014
31790,631675,0.039715836,Site24,2014
31791,87666,0.030424902,Site24,1998
31792,222158,0.070117565,Site24,1993
31793,65488,0.129452997,Site24,1977
31794,21299,0.06374697,Site24,1975
31795,588520,0.059464224,Site24,2007
31796,212700,0.060491695,Site24,1995
31797,104997,0.075773887,Site24,1984
31798,3480,0.006306833,Site24,1984
31799,155061,0.068470562,Site24,1996
31800,391845,0.126153685,Site24,2002
31801,327673,0.061993802,Site24,2013
