,Site01,Site03,Site04,Site05,Site06,Site07,Site08,Site09,Site10,Site11,Site12,Site13,Site14,Site15,Site16,Site17,Site18,Site19,Site20,Site21,Site22,Site23,Site24,Site25,Site26,Site27,Site28,Site29,Site30,Site31,Site32,Site33,Site34,Site35,Site36,Site37,Site38,Site39,Site40,Site41,Site42,Site43,Site44,Site45,Site46,Site47,Site48,Site49,Site50,Site51,Site52,Site53,Site54,Site55,Site56,Site57,Site58,Site59,Site60,Site61,Site62,Site63
2018-02-25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2018-02-26,0.03,0.03,0.06,0.02,0.06,0.03,0.02,0.0,0.04,0.03,0.02,0.0,0.03,0.03,0.05,0.05,0.0,0.02,0.06,0.07,0.02,0.04,0.0,0.02,0.02,0.0,0.0,0.0,0.0,0.0,0.02,0.0,0.1,0.0,0.0,0.0,0.0,0.0,0.07,0.05,0.08,0.11,0.0,0.0,0.0,0.0,0.05,0.04,0.11,0.06,0.05,0.05,0.03,0.02,0.06,0.11,0.04,0.06,0.09,0.04,0.14,0.06
2018-02-27,0.01,0.01,0.03,0.07,0.03,0.06,0.03,0.1,0.01,0.05,0.03,0.17,0.06,0.21,0.04,0.09,0.04,0.06,0.03,0.03,0.07,0.06,0.27,0.03,0.04,0.12,0.17,0.23,0.27,0.05,0.09,0.28,0.17,0.33,0.48,0.49,0.5,0.48,0.07,0.15,0.17,0.2,0.4,0.43,0.5,0.48,0.07,0.07,0.03,0.01,0.09,0.07,0.08,0.2,0.04,0.04,0.01,0.08,0.07,0.07,0.02,0.13
2018-02-28,0.0,0.01,0.02,0.04,0.02,0.03,0.01,0.02,0.01,0.03,0.01,0.01,0.03,0.03,0.02,0.02,0.02,0.01,0.02,0.01,0.04,0.02,0.0,0.02,0.02,0.02,0.01,0.01,0.0,0.02,0.0,0.0,0.0,0.0,0.01,0.02,0.01,0.01,0.0,0.01,0.16,0.07,0.02,0.02,0.01,0.01,0.01,0.02,0.0,0.0,0.01,0.0,0.02,0.01,0.0,0.0,0.01,0.01,0.0,0.01,0.0,0.07
2018-03-01,0.0,0.0,0.03,0.01,0.03,0.02,0.0,0.0,0.0,0.01,0.0,0.0,0.0,0.0,0.03,0.03,0.0,0.0,0.03,0.03,0.01,0.02,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.05,0.0,0.03,0.0,0.0,0.0,0.0,0.04,0.0,0.0,0.0,0.0,0.06,0.0
2018-03-02,0.47,0.44,0.27,0.21,0.27,0.23,0.68,0.3,0.44,0.29,0.71,0.3,0.21,0.09,0.51,0.29,0.53,0.86,0.27,0.29,0.21,0.24,0.27,0.37,0.68,0.32,0.3,0.29,0.28,0.56,0.62,0.22,0.16,0.22,0.09,0.1,0.12,0.0,0.46,0.15,0.1,0.11,0.01,0.01,0.0,0.0,0.65,0.39,0.31,0.55,0.2,0.76,0.41,0.08,0.38,0.52,0.44,0.26,0.52,0.45,0.33,0.2
2018-03-03,0.1,0.15,0.4,0.5,0.4,0.49,0.19,0.48,0.15,0.41,0.22,0.6,0.46,0.1,0.34,0.71,0.35,0.21,0.39,0.56,0.5,0.49,0.6,0.28,0.24,0.48,0.59,0.59,0.6,0.34,0.48,0.6,0.35,0.64,0.82,0.88,0.94,0.49,0.12,0.08,0.19,0.23,0.37,0.49,0.29,0.48,0.25,0.43,0.47,0.1,0.59,0.18,0.38,0.1,0.07,0.22,0.16,0.07,0.34,0.43,0.37,0.2
2018-03-04,0.0,0.0,0.01,0.02,0.01,0.02,0.01,0.02,0.0,0.01,0.01,0.03,0.13,0.0,0.01,0.05,0.01,0.01,0.01,0.02,0.02,0.02,0.06,0.01,0.01,0.02,0.03,0.05,0.06,0.01,0.04,0.09,0.37,0.15,0.08,0.08,0.09,0.06,0.0,0.0,0.02,0.02,0.04,0.05,0.05,0.06,0.04,0.06,0.02,0.0,0.03,0.01,0.07,0.01,0.0,0.0,0.0,0.0,0.07,0.08,0.02,0.01
2018-03-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2018-03-06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
